cellule,Z_biapy,X_biapy,Y_biapy,Z_gcamp,X_gcamp,Y_gcamp,distance_3D
235,54.8692740936214,891.75,1106.75,49.7011269968706,891.719884235785,1109.00213648981,5.63762096470082
236,51.1378636147408,998.25,1021,53.8745403969076,1000.97497492812,1023.8514170872,4.80056950518693
237,57.6325395123395,932.75,945.25,56.0250753666898,937.491095888991,940.756409970436,6.72713033632854
238,61.7719407498065,943,940.5,55.9179546492629,941.261681024711,945.094657361841,7.64210588764165
239,54.7739024371334,758.75,950.75,53.6635756879381,757.853169591358,950.36465470371,1.47838468242038
240,54.7306018693854,755.5,976.5,52.724603209681,754.468910112868,976.46262329973,2.25578677977439
241,43.5065036763621,961,1084.75,51.3006325482636,966.280574339904,1087.06926014884,9.695972249809
242,59.2970184419231,909,929.75,56.0485990041213,909.753867067653,930.993523036548,3.55905801329586
243,56.068501771967,858.5,1080.5,50.2971955230225,863.242149442193,1082.40776445885,7.70944371415107
244,48.9558812516881,911.25,1014.5,53.146158713576,909.283785098014,1014.93555002006,4.64909992023943
245,56.808474859326,989.5,948.5,56.3233739621051,991.281052229945,949.724543544607,2.21516970431534
246,51.4292910637605,801.75,1028.75,51.4566968327153,801.330647296502,1028.54198553817,0.468911273519782
247,64.87928724654,937.5,889,57.7746408906284,939.404951753697,890.69072522048,7.54740967469286
248,64.8636474335763,749.25,889.75,55.5665460289729,745.033577113727,891.030380574937,10.2885222894274
249,53.5380703558638,991.5,959,55.9491470717379,992.871920667621,961.088332905458,3.47226029728394
